school_code,school_name,category,management,edu_district,sub_district,local_body,classes_approved,students_total,students_lp,students_up,teaching_staff_total,teaching_staff_lp,teaching_staff_up,teaching_staff_lp_up_shared,teaching_staff_hs,teaching_staff_unclassified,non_teaching_total,reported_total_employees,staff_data_status,total_reconciles,has_hss,has_vhse,source_url,fetched_at
48328,G.L.P.S. Thelakkad,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,82,82,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48328,2026-08-14T10:20:34.117705+00:00
48329,G.L.P.S. Valayapuram,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,34,34,0,5,3,0,1,1,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48329,2026-08-14T10:20:36.115663+00:00
48330,G.L.P.S. Chemmaniyode,UPS,Government,Wandoor,Melattur,Malappuram (P),1 - 5,245,201,44,10,9,0,1,0,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/48330,2026-08-14T10:20:38.147277+00:00
48333,G.M.U.P.S. Oravambram,UPS,Government,Wandoor,Melattur,Malappuram (P),1 - 7,593,244,349,26,8,11,6,1,0,2,28,ok,true,false,false,https://sametham.kite.kerala.gov.in/48333,2026-08-14T10:20:40.132718+00:00
48339,G.L.P.S. Edappatta,LPS,Government,Wandoor,Melattur,Malappuram (P),1 - 4,74,74,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48339,2026-08-14T10:20:42.103457+00:00
48401,Amarambalam GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,134,134,0,8,6,0,2,0,0,0,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48401,2026-08-14T10:20:44.113523+00:00
48406,Cholamunda GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,188,188,0,11,8,0,3,0,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/48406,2026-08-14T10:20:46.120596+00:00
48407,Chungathara G L P S,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,149,149,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48407,2026-08-14T10:20:48.093552+00:00
48408,GLPS Chungathara Panchayath,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,132,132,0,7,5,0,2,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48408,2026-08-14T10:20:50.186727+00:00
48410,Edivanna Estate GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,217,217,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48410,2026-08-14T10:20:52.115466+00:00
48411,Karimbuzha GMLPS,LPS,Government,Wandoor,Nilambur,Nilambur (M),1 - 4,173,173,0,7,6,0,1,0,1,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48411,2026-08-14T10:20:54.105114+00:00
48413,GMLPS Panthalingal,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,79,79,0,5,3,0,1,1,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48413,2026-08-14T10:20:56.118521+00:00
48414,GLPS Kattumunda East,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,345,345,0,14,11,0,3,0,0,1,15,ok,true,false,false,https://sametham.kite.kerala.gov.in/48414,2026-08-14T10:20:58.119419+00:00
48415,Kavalamukkatta GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,156,156,0,8,6,0,1,1,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48415,2026-08-14T10:21:00.138728+00:00
48416,Konamunda GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,153,153,0,8,6,0,1,1,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48416,2026-08-14T10:21:02.167922+00:00
48419,Mamankara GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,506,506,0,20,14,0,3,3,0,1,21,ok,true,false,false,https://sametham.kite.kerala.gov.in/48419,2026-08-14T10:21:04.107592+00:00
48420,Mampad North GMLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,151,151,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48420,2026-08-14T10:21:06.123902+00:00
48422,Mankuth GLPS,LPS,Government,Wandoor,Nilambur,Nilambur (M),1 - 4,94,94,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48422,2026-08-14T10:21:08.138281+00:00
48423,GLPS Meppadam,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,111,111,0,8,6,0,2,0,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48423,2026-08-14T10:21:10.186090+00:00
48425,Mooleppadam GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,6,6,0,0,0,0,0,0,0,1,1,ok,true,false,false,https://sametham.kite.kerala.gov.in/48425,2026-08-14T10:21:12.118483+00:00
48426,GMLPS Mukkatta,LPS,Government,Wandoor,Nilambur,Nilambur (M),1 - 4,75,75,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48426,2026-08-14T10:21:14.142110+00:00
48429,Naduvakkad GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,64,64,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48429,2026-08-14T10:21:16.104169+00:00
48430,Nedungayam GTLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,5,5,0,2,1,0,1,0,0,1,3,ok,true,false,false,https://sametham.kite.kerala.gov.in/48430,2026-08-14T10:21:18.108270+00:00
48431,GMLPS Nilambur,LPS,Government,Wandoor,Nilambur,Nilambur (M),1 - 4,533,533,0,23,15,0,5,3,0,1,24,ok,true,false,false,https://sametham.kite.kerala.gov.in/48431,2026-08-14T10:21:20.129998+00:00
48435,Pathirippadam GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,167,167,0,9,7,0,1,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48435,2026-08-14T10:21:22.120609+00:00
48436,Payampadam GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,79,79,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48436,2026-08-14T10:21:24.154801+00:00
48437,Perumbathur GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,65,65,0,4,3,0,1,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48437,2026-08-14T10:21:26.130748+00:00
48439,Poolappadam GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,146,146,0,9,5,0,3,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48439,2026-08-14T10:21:28.132616+00:00
48441,Pullippadam GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,157,157,0,8,4,0,1,3,0,1,9,ok,true,false,false,https://sametham.kite.kerala.gov.in/48441,2026-08-14T10:21:30.228362+00:00
48445,Vadapuram GMLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,112,112,0,7,3,0,2,2,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48445,2026-08-14T10:21:32.145341+00:00
48446,Valanthode GTLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,25,25,0,3,2,0,1,0,0,1,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/48446,2026-08-14T10:21:34.202281+00:00
48447,Varikkal GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,132,132,0,7,5,0,2,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48447,2026-08-14T10:21:36.185619+00:00
48448,Veettikuth GLPS,LPS,Government,Wandoor,Nilambur,Nilambur (M),1 - 4,262,262,0,12,9,0,2,1,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/48448,2026-08-14T10:21:38.183658+00:00
48450,Vendekkumpotty GLPS,LPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 4,76,76,0,5,4,0,1,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48450,2026-08-14T10:21:40.390628+00:00
48452,Amarambalam South GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 7,386,152,234,16,6,5,3,2,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/48452,2026-08-14T10:21:42.269900+00:00
48455,Eranhimangad GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 7,680,270,410,31,12,10,6,3,0,0,31,ok,true,false,false,https://sametham.kite.kerala.gov.in/48455,2026-08-14T10:21:44.273823+00:00
48457,Kurumbalangode GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 7,703,286,417,27,6,8,4,9,0,2,29,ok,true,false,false,https://sametham.kite.kerala.gov.in/48457,2026-08-14T10:21:46.128539+00:00
48463,Myladi GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 7,315,176,139,16,7,3,3,3,0,2,18,ok,true,false,false,https://sametham.kite.kerala.gov.in/48463,2026-08-14T10:21:48.149268+00:00
48466,Nilambur GMUPS,UPS,Government,Wandoor,Nilambur,Nilambur (M),1 - 7,428,121,307,22,6,8,6,2,0,2,24,ok,true,false,false,https://sametham.kite.kerala.gov.in/48466,2026-08-14T10:21:50.157803+00:00
48468,Pallikuth GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 7,289,146,143,15,7,5,2,1,0,2,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/48468,2026-08-14T10:21:52.225745+00:00
48469,Paramba G U P S,UPS,Government,Wandoor,Nilambur,Malappuram (P),1 - 7,851,368,483,35,14,11,6,4,0,2,37,ok,true,false,false,https://sametham.kite.kerala.gov.in/48469,2026-08-14T10:21:54.183039+00:00
48478,Kattumunda East GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),5 -7,770,0,770,28,0,18,5,5,0,1,29,ok,true,false,false,https://sametham.kite.kerala.gov.in/48478,2026-08-14T10:21:56.123846+00:00
48479,Konnamanna GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),5 -7,97,0,97,6,0,2,2,2,0,0,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48479,2026-08-14T10:21:58.130711+00:00
48482,Pulliyil GUPS,UPS,Government,Wandoor,Nilambur,Malappuram (P),5 -7,540,0,540,23,0,16,4,3,0,1,24,ok,true,false,false,https://sametham.kite.kerala.gov.in/48482,2026-08-14T10:22:00.119062+00:00
48501,Adakkakundu GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,160,160,0,7,4,0,2,1,0,0,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48501,2026-08-14T10:22:02.144345+00:00
48502,Akkarakulam GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,200,200,0,7,6,0,1,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48502,2026-08-14T10:22:04.107102+00:00
48504,Amapoyil GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,202,202,0,10,7,0,2,1,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/48504,2026-08-14T10:22:06.170539+00:00
48510,Chokkad Girijan Colony GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,10,10,0,2,1,0,1,0,0,0,2,ok,true,false,false,https://sametham.kite.kerala.gov.in/48510,2026-08-14T10:22:08.083808+00:00
48512,Kallamoola GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,176,176,0,10,7,0,3,0,0,0,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48512,2026-08-14T10:22:10.273280+00:00
48513,Karuvarakundu GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,511,511,0,19,14,0,4,1,0,1,20,ok,true,false,false,https://sametham.kite.kerala.gov.in/48513,2026-08-14T10:22:12.123323+00:00
48515,Kizhakkethala GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,169,169,0,9,6,0,2,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48515,2026-08-14T10:22:14.120884+00:00
48516,Koithakundu GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,192,192,0,5,3,0,2,0,0,1,6,ok,true,false,false,https://sametham.kite.kerala.gov.in/48516,2026-08-14T10:22:16.171864+00:00
48517,Kooripoyil GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,140,140,0,9,7,0,1,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48517,2026-08-14T10:22:18.114181+00:00
48519,Mampattumoola GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,336,336,0,12,10,0,2,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/48519,2026-08-14T10:22:20.114930+00:00
48520,Mampuzha GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,338,338,0,12,9,0,3,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/48520,2026-08-14T10:22:22.124133+00:00
48521,Mundakkode GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,108,108,0,4,2,0,2,0,0,1,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48521,2026-08-14T10:22:24.147947+00:00
48522,Pedayenthal GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,66,66,0,5,3,0,1,1,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48522,2026-08-14T10:22:26.148189+00:00
48523,Pallisseri GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,116,116,0,5,3,0,2,0,0,0,5,ok,true,false,false,https://sametham.kite.kerala.gov.in/48523,2026-08-14T10:22:28.137031+00:00
48524,Pattanamkundu GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,82,82,0,6,4,0,2,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48524,2026-08-14T10:22:30.280706+00:00
48525,Payyakode GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,40,40,0,4,3,0,1,0,0,0,4,ok,true,false,false,https://sametham.kite.kerala.gov.in/48525,2026-08-14T10:22:32.144571+00:00
48526,Pazhedam Panampoyil GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,285,285,0,12,9,0,3,0,0,1,13,ok,true,false,false,https://sametham.kite.kerala.gov.in/48526,2026-08-14T10:22:34.187641+00:00
48527,Pookkulam GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,202,202,0,8,7,0,1,0,0,0,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48527,2026-08-14T10:22:36.131647+00:00
48528,Poongode GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,313,313,0,11,9,0,1,1,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/48528,2026-08-14T10:22:38.157038+00:00
48529,V.M.D Memorial Govt L.P.S Porur,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,116,116,0,6,5,0,1,0,0,1,7,ok,true,false,false,https://sametham.kite.kerala.gov.in/48529,2026-08-14T10:22:40.119350+00:00
48530,Pullengode GMLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,192,192,0,9,7,0,1,1,0,1,10,ok,true,false,false,https://sametham.kite.kerala.gov.in/48530,2026-08-14T10:22:42.199717+00:00
48531,Pulvetta GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,290,290,0,10,7,0,2,1,0,1,11,ok,true,false,false,https://sametham.kite.kerala.gov.in/48531,2026-08-14T10:22:44.200375+00:00
48532,Santhinagar GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,315,315,0,11,6,0,2,3,0,1,12,ok,true,false,false,https://sametham.kite.kerala.gov.in/48532,2026-08-14T10:22:46.153541+00:00
48533,Tharish GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,446,446,0,16,11,0,3,2,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/48533,2026-08-14T10:22:48.189069+00:00
48536,Thiruvali GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,397,397,0,15,9,0,1,5,0,0,15,ok,true,false,false,https://sametham.kite.kerala.gov.in/48536,2026-08-14T10:22:50.149427+00:00
48538,Thuvvur GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,445,445,0,16,13,0,3,0,0,0,16,ok,true,false,false,https://sametham.kite.kerala.gov.in/48538,2026-08-14T10:22:52.137137+00:00
48539,Uthirampoyil GLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,129,129,0,7,5,0,2,0,0,1,8,ok,true,false,false,https://sametham.kite.kerala.gov.in/48539,2026-08-14T10:22:54.156531+00:00
48540,Vaniyambalam CKAGLPS,LPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 4,402,402,0,16,12,0,2,2,0,1,17,ok,true,false,false,https://sametham.kite.kerala.gov.in/48540,2026-08-14T10:22:56.207924+00:00
48545,Chadangamkulam GLPS,UPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 5,326,253,73,14,10,0,2,2,0,0,14,ok,true,false,false,https://sametham.kite.kerala.gov.in/48545,2026-08-14T10:22:58.136377+00:00
48549,G.H.S Anchachavadi,HS,Government,Wandoor,Wandoor,Malappuram (P),1 -10,1338,452,443,54,18,11,7,18,0,1,55,ok,true,false,false,https://sametham.kite.kerala.gov.in/48549,2026-08-14T10:23:00.228839+00:00
48551,Chokkad GMUPS,UPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 7,416,206,210,17,8,5,3,1,0,2,19,ok,true,false,false,https://sametham.kite.kerala.gov.in/48551,2026-08-14T10:23:02.209352+00:00
48553,Kalikavu Bazar G M U P S,UPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 7,1202,639,563,41,19,12,8,2,0,1,42,ok,true,false,false,https://sametham.kite.kerala.gov.in/48553,2026-08-14T10:23:04.264379+00:00
48557,Maliyekkal GUPS,UPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 7,510,282,228,21,10,6,5,0,0,0,21,ok,true,false,false,https://sametham.kite.kerala.gov.in/48557,2026-08-14T10:23:06.270552+00:00
48558,G H S Neelanchery,HS,Government,Wandoor,Wandoor,Malappuram (P),1 -10,1027,346,324,38,9,11,3,15,0,6,44,ok,true,false,false,https://sametham.kite.kerala.gov.in/48558,2026-08-14T10:23:08.200209+00:00
48559,Pazhayakadakkal GUPS,UPS,Government,Wandoor,Wandoor,Malappuram (P),1 - 7,650,375,275,26,10,10,5,1,0,1,27,ok,true,false,false,https://sametham.kite.kerala.gov.in/48559,2026-08-14T10:23:10.167628+00:00
