School Code,School Name,Educational Sub-District,Local Body,Block Name,Latitude,Longitude,Maps Link,Verified (Y/N),Corrected Latitude,Corrected Longitude,Notes
18607,G L P S Chovana,Mankada,Puzhakkattiri(P),Mankada,10.989385,76.136606,"http://maps.google.com/maps?q=10.989385,76.136606",,,,
18626,G L P S Palakaparambil,Mankada,Puzhakkattiri(P),Mankada,10.97117,76.11529,"http://maps.google.com/maps?q=10.971170000000001,76.115290000000002",,,,
48304,G.L.P.S. Cheriparamba,Melattur,Edappatta(P),Kalikavu,11.06386,76.32604,"http://maps.google.com/maps?q=11.06386,76.326040000000006",,,,
48339,G.L.P.S. Edappatta,Melattur,Edappatta(P),Kalikavu,11.08461,76.27665,"http://maps.google.com/maps?q=11.08461,76.276650000000004",,,,
48320,G.L.P.S. Kombamkallu,Melattur,Edappatta(P),Kalikavu,11.051583,76.304587,"http://maps.google.com/maps?q=11.051583000000001,76.304586999999998",,,,
48319,G.L.P.S. Pathirikode,Melattur,Edappatta(P),Kalikavu,11.06791,76.30332,"http://maps.google.com/maps?q=11.067909999999999,76.303319999999999",,,,
48323,G.L.P.S. Pezhumthara,Melattur,Edappatta(P),Kalikavu,11.05796,76.2899,"http://maps.google.com/maps?q=11.05796,76.289900000000003",,,,
48321,G.L.P.S. Pattikkad,Melattur,Keezhattur(P),Perinthalmanna,11.01924,76.23566,"http://maps.google.com/maps?q=11.01924,76.235659999999996",,,,
48317,G.M.L.P.S. Nenmini,Melattur,Keezhattur(P),Perinthalmanna,11.05346,76.2094,"http://maps.google.com/maps?q=11.053459999999999,76.209400000000002",,,,
48333,G.M.U.P.S. Oravambram,Melattur,Keezhattur(P),Perinthalmanna,11.08214,76.21665,"http://maps.google.com/maps?q=11.082140000000001,76.216650000000001",,,,
48330,G.L.P.S. Chemmaniyode,Melattur,Melattur(P),Perinthalmanna,11.04589,76.2827,"http://maps.google.com/maps?q=11.04589,76.282700000000006",,,,
48310,G.L.P.S. Kizhakkumpadam,Melattur,Melattur(P),Perinthalmanna,11.07034,76.28655,"http://maps.google.com/maps?q=11.07034,76.286550000000005",,,,
48329,G.L.P.S. Valayapuram,Melattur,Melattur(P),Perinthalmanna,11.04503,76.27342,"http://maps.google.com/maps?q=11.045030000000001,76.273420000000002",,,,
48326,M.P.G.L.P.S. Puthanpally,Melattur,Melattur(P),Perinthalmanna,11.03177,76.28002,"http://maps.google.com/maps?q=11.03177,76.280019999999993",,,,
48309,G.L.P.S. Kara,Melattur,Vettathur(P),Perinthalmanna,11.00977,76.32209,"http://maps.google.com/maps?q=11.00977,76.322090000000003",,,,
48315,G.L.P.S. Melkulangara,Melattur,Vettathur(P),Perinthalmanna,11.01389,76.26571,"http://maps.google.com/maps?q=11.01389,76.265709999999999",,,,
48328,G.L.P.S. Thelakkad,Melattur,Vettathur(P),Perinthalmanna,11.02292,76.25808,"http://maps.google.com/maps?q=11.022919999999999,76.258080000000007",,,,
48318,G.M.L.P.S. Pallikuth,Melattur,Vettathur(P),Perinthalmanna,11.01528,76.22959,"http://maps.google.com/maps?q=11.015280000000001,76.229590000000002",,,,
48410,Edivanna Estate GLPS,Nilambur,Chaliyar(P),Nilambur,11.31663,76.20428,"http://maps.google.com/maps?q=11.31663,76.204279999999997",,,,
48455,Eranhimangad GUPS,Nilambur,Chaliyar(P),Nilambur,11.30661,76.21019,"http://maps.google.com/maps?q=11.306609999999999,76.210189999999997",,,,
48416,Konamunda GLPS,Nilambur,Chaliyar(P),Nilambur,11.32322,76.21861,"http://maps.google.com/maps?q=11.323219999999999,76.218609999999998",,,,
48425,Mooleppadam GLPS,Nilambur,Chaliyar(P),Nilambur,11.32223,76.19252,"http://maps.google.com/maps?q=11.322229999999999,76.192520000000002",,,,
48463,Myladi GUPS,Nilambur,Chaliyar(P),Nilambur,11.30432,76.23129,"http://maps.google.com/maps?q=11.304320000000001,76.231290000000001",,,,
48437,Perumbathur GLPS,Nilambur,Chaliyar(P),Nilambur,11.34724,76.21509,"http://maps.google.com/maps?q=11.347239999999999,76.215090000000004",,,,
48446,Valanthode GTLPS,Nilambur,Chaliyar(P),Nilambur,11.3254,76.19236,"http://maps.google.com/maps?q=11.3254,76.192359999999994",,,,
48408,GLPS Chungathara Panchayath,Nilambur,Chungathara(P),Nilambur,11.352719,76.265172,"http://maps.google.com/maps?q=11.352719,76.265172000000007",,,,
48414,GLPS Kattumunda East,Nilambur,Mampad(P),Wandoor,11.234498,76.208361,"http://maps.google.com/maps?q=11.234498,76.208360999999996",,,,
48423,GLPS Meppadam,Nilambur,Mampad(P),Wandoor,11.22918,76.18182,"http://maps.google.com/maps?q=11.229179999999999,76.181820000000002",,,,
48413,GMLPS Panthalingal,Nilambur,Mampad(P),Wandoor,11.22118,76.19803,"http://maps.google.com/maps?q=11.22118,76.198030000000003",,,,
48420,Mampad North GMLPS,Nilambur,Mampad(P),Wandoor,11.247311,76.180297,"http://maps.google.com/maps?q=11.247311,76.180296999999996",,,,
48429,Naduvakkad GLPS,Nilambur,Mampad(P),Wandoor,11.24277,76.19103,"http://maps.google.com/maps?q=11.24277,76.191029999999998",,,,
48441,Pullippadam GLPS,Nilambur,Mampad(P),Wandoor,11.24638,76.17012,"http://maps.google.com/maps?q=11.24638,76.170119999999997",,,,
48445,Vadapuram GMLPS,Nilambur,Mampad(P),Wandoor,11.258116,76.20282,"http://maps.google.com/maps?q=11.258115999999999,76.202820000000003",,,,
48431,GMLPS Nilambur,Nilambur,Nilambur(M),,11.284931,76.23748,"http://maps.google.com/maps?q=11.284931,76.237480000000005",,,,
48466,Nilambur GMUPS,Nilambur,Nilambur(M),,11.27587,76.22294,"http://maps.google.com/maps?q=11.275869999999999,76.222939999999994",,,,
48448,Veettikuth GLPS,Nilambur,Nilambur(M),,11.27405,76.22877,"http://maps.google.com/maps?q=11.274050000000001,76.228769999999997",,,,
19430,G. L .P. S. Melodiparamba,Parappanangadi,Moonniyur(P),Tirurangadi,11.106254,75.90489,"http://maps.google.com/maps?q=11.106254,75.904889999999995",,,,
19436,G. M. L. P. S. Velimukku,Parappanangadi,Moonniyur(P),Tirurangadi,11.099083,75.89457,"http://maps.google.com/maps?q=11.099083,75.894570000000002",,,,
19408,G. F. L. P. S. Parappanangadi,Parappanangadi,Parappanangadi(M),,11.070636,75.847279,"http://maps.google.com/maps?q=11.070636,75.847279",,,,
19433,G. L. P. S. Parappanangadi,Parappanangadi,Parappanangadi(M),,11.06918,75.85364,"http://maps.google.com/maps?q=11.069179999999999,75.853639999999999",,,,
19432,G. M. L. P. S. Parappanangadi,Parappanangadi,Parappanangadi(M),,11.060829,75.84904,"http://maps.google.com/maps?q=11.060829,75.849040000000002",,,,
19410,G. M. U. P. S. Puthan Kadappuram,Parappanangadi,Parappanangadi(M),,11.04971,75.85147,"http://maps.google.com/maps?q=11.049709999999999,75.851470000000006",,,,
19401,G. L. P. S. Anappadi,Parappanangadi,Parappanangadi(P),Tirurangadi,11.07553,75.85647,"http://maps.google.com/maps?q=11.075530000000001,75.856470000000002",,,,
19434,G. M. L. P. S. Parappanangadi Town,Parappanangadi,Parappanangadi(P),Tirurangadi,11.04823,75.85857,"http://maps.google.com/maps?q=11.04823,75.85857",,,,
19451,G. H. S. Trikkulam,Parappanangadi,Tirurangadi(M),,11.04218,75.90944,"http://maps.google.com/maps?q=11.04218,75.909440000000004",,,,
